layer,prompt_id,cosine_similarity,mae,rmse,max_error,drift_pct_01,drift_pct_05,top_1_overlap,top_3_overlap,top_5_overlap,top_10_overlap,relative_diff
1,36,0.99967146,0.00067120185,0.0019251502,0.045938104,0.0,0.0,0.9024390243902439,1.0,0.9707317073170731,0.9829268292682927,2.0092628
2,36,0.99737734,0.0015676379,0.0063517434,0.18025613,0.039658933174697604,0.272655165576046,0.8292682926829268,0.975609756097561,0.9951219512195121,0.9853658536585366,5.4983644
3,36,0.9963337,0.001953152,0.008885785,0.27071145,0.10906206623041839,0.6890739639103708,0.975609756097561,0.9674796747967479,0.9902439024390244,0.9780487804878049,7.357906
4,36,0.99894905,0.0012103085,0.005095135,0.102550626,0.0049573666468372005,0.198294665873488,1.0,0.9593495934959348,0.9707317073170731,0.9804878048780489,6.0968227
5,36,0.99917805,0.001043756,0.0047661094,0.11516288,0.019829466587348802,0.1933372992266508,1.0,0.9674796747967479,0.975609756097561,0.9853658536585366,6.5509834
6,36,0.99929535,0.0010271084,0.0043164967,0.10296577,0.009914733293674401,0.10410469958358119,1.0,1.0,0.9902439024390244,0.9853658536585366,5.68589
7,36,0.9994826,0.00082317565,0.0040985197,0.11488092,0.009914733293674401,0.1338488994646044,1.0,0.9593495934959348,0.9902439024390244,0.9804878048780489,5.8415384
8,36,0.99925107,0.001054271,0.0043571,0.10254556,0.0049573666468372005,0.1338488994646044,1.0,0.9593495934959348,0.9658536585365852,0.973170731707317,5.142759
9,36,0.9996728,0.00070585625,0.0033137726,0.08280593,0.0,0.06940313305572081,1.0,0.975609756097561,0.9609756097560973,0.9853658536585367,5.0874033
10,36,0.99971503,0.0006291761,0.0031648,0.114308536,0.0049573666468372005,0.054531033115209196,1.0,0.975609756097561,0.9804878048780489,0.9804878048780489,4.5552773
11,36,0.99973434,0.0007124189,0.0027604753,0.056657195,0.0,0.0148720999405116,1.0,0.9593495934959348,0.9658536585365854,0.9707317073170731,3.4987953
0,37,0.9999816,0.0001459905,0.00056758564,0.013387471,0.0,0.0,1.0,1.0,0.9902439024390244,0.9926829268292684,0.6610231
1,37,0.9996669,0.0006833659,0.0019995295,0.04224454,0.0,0.0,0.9512195121951219,0.9837398373983739,0.9853658536585367,0.9902439024390244,2.0319152
2,37,0.9968392,0.00176706,0.006884509,0.12229866,0.049573666468372,0.3916319651001388,0.9024390243902439,0.991869918699187,0.975609756097561,0.9853658536585366,5.648197
3,37,0.9965916,0.0019995614,0.008491986,0.16614074,0.08427523299623241,0.7336902637319056,0.975609756097561,0.9674796747967479,0.9853658536585366,0.9878048780487805,7.937824
4,37,0.99852353,0.0014162605,0.0060475618,0.15697432,0.034701566527860404,0.33710093198492963,1.0,0.975609756097561,0.9804878048780489,0.9780487804878049,6.928748
5,37,0.9988938,0.0011811738,0.0056254873,0.19773588,0.039658933174697604,0.25282569898869717,1.0,0.975609756097561,0.975609756097561,0.9829268292682927,7.4074216
6,37,0.99920386,0.0010938412,0.004475314,0.10027261,0.0049573666468372005,0.1140194328772556,1.0,0.9593495934959348,1.0,0.9829268292682928,5.658095
7,37,0.99911845,0.0010243196,0.00522253,0.25983658,0.024786833234186,0.20325203252032523,1.0,0.9593495934959348,0.9707317073170731,0.9829268292682927,6.9274015
8,37,0.9990325,0.0011405008,0.004938286,0.1555013,0.0297441998810232,0.1883799325798136,1.0,0.9593495934959351,0.9512195121951219,0.9853658536585367,5.700083
9,37,0.9994746,0.00089659286,0.004034294,0.101311475,0.0049573666468372005,0.1189767995240928,1.0,0.9837398373983739,0.9658536585365852,0.975609756097561,5.715517
10,37,0.9995829,0.00077055703,0.003615015,0.122207046,0.0049573666468372005,0.07931786634939521,1.0,0.9918699186991871,0.9853658536585367,0.9902439024390244,5.4724474
11,37,0.99954456,0.0008577118,0.0035086554,0.07772824,0.0,0.07931786634939521,1.0,0.9674796747967479,0.9658536585365852,0.9829268292682928,3.9268024
0,38,0.99997294,0.00015061584,0.000638252,0.020813942,0.0,0.0,1.0,1.0,0.9956521739130434,0.9978260869565218,0.74197185
1,38,0.9996616,0.0006004164,0.0018002512,0.04826495,0.0,0.0,0.9565217391304348,0.9492753623188406,0.9782608695652174,0.982608695652174,2.0395708
2,38,0.99717903,0.0015319111,0.0060952464,0.15869975,0.011814744801512287,0.2796156269691241,0.9130434782608695,0.9637681159420289,0.991304347826087,0.9891304347826086,5.9976687
3,38,0.99586964,0.0019767913,0.008659979,0.18677038,0.10239445494643981,0.728575929426591,1.0,0.9275362318840579,0.9565217391304346,0.9826086956521738,8.124086
4,38,0.9981725,0.001379524,0.006259492,0.14112216,0.03938248267170762,0.4017013232514178,1.0,0.963768115942029,0.9739130434782608,0.9782608695652174,6.9378877
5,38,0.99902827,0.0010755305,0.0048502446,0.1257545,0.007876496534341524,0.19297416509136736,1.0,0.9782608695652174,0.9739130434782608,0.9739130434782608,7.1418123
6,38,0.9993431,0.0009151958,0.0039131213,0.099931985,0.0,0.11420919974795211,1.0,0.9710144927536232,0.9956521739130434,0.9913043478260868,5.195244
7,38,0.9994547,0.00079022726,0.003928502,0.0972929,0.0,0.1260239445494644,1.0,0.9927536231884059,0.982608695652174,0.9782608695652174,6.1110687
8,38,0.99933213,0.0009206445,0.004040459,0.11397934,0.007876496534341524,0.09057971014492754,1.0,0.9565217391304346,0.9782608695652174,0.9804347826086957,5.1733985
9,38,0.99962693,0.0006884537,0.0033305804,0.08572987,0.0,0.06695022054190297,1.0,0.9927536231884059,0.9608695652173912,0.9826086956521738,5.178805
10,38,0.9997392,0.0005742994,0.0028121271,0.118925214,0.003938248267170762,0.043320730938878386,1.0,0.9710144927536232,0.9565217391304348,0.9782608695652172,4.560129
11,38,0.999635,0.0008074621,0.0032972295,0.06974834,0.0,0.05907372400756144,1.0,0.9782608695652174,0.9608695652173912,0.9521739130434781,4.2476726
0,39,0.99998105,0.00012450956,0.0005291748,0.026883125,0.0,0.0,1.0,1.0,0.9957446808510638,0.9978723404255319,0.6770452
1,39,0.9996099,0.00062583055,0.0019987428,0.055600107,0.0,0.007544892108042855,0.9574468085106383,0.9858156028368795,0.9702127659574467,0.9893617021276596,2.0673518
2,39,0.9971427,0.0014527198,0.0059767654,0.13000852,0.01886223027010714,0.3168854685377999,0.8085106382978723,0.9716312056737588,0.9872340425531915,0.9893617021276596,5.3151855
3,39,0.99622506,0.0018215112,0.008273655,0.19301721,0.11317338162064282,0.6677229515617926,0.9787234042553191,0.9787234042553191,0.9872340425531916,0.9829787234042554,8.432166
4,39,0.99860996,0.0012000016,0.0053801783,0.14329898,0.01508978421608571,0.22634676324128564,1.0,0.9716312056737589,0.9957446808510638,0.9914893617021276,6.3285255
5,39,0.99917364,0.0009835097,0.0043491,0.1004504,0.0037724460540214276,0.12449071978270711,1.0,0.9858156028368793,0.9744680851063829,0.9787234042553191,6.0849366
6,39,0.9993946,0.00085623114,0.0036005974,0.07275498,0.0,0.06413158291836427,1.0,0.9503546099290779,1.0,0.9914893617021276,4.873456
7,39,0.99962336,0.00069024076,0.0032619312,0.0782142,0.0,0.05281424475629999,1.0,0.9219858156028368,0.9872340425531915,0.9787234042553191,5.8420873
8,39,0.9994168,0.0008589428,0.0036065872,0.091074735,0.0,0.06035913686434284,1.0,0.9858156028368793,0.9914893617021276,0.9872340425531915,4.8230114
9,39,0.99956566,0.00072013173,0.0033919262,0.0881753,0.0,0.0679040289723857,1.0,0.9716312056737588,0.9574468085106381,0.9702127659574469,4.932382
10,39,0.9996666,0.00062626106,0.00304256,0.091101825,0.0,0.04904179870227856,1.0,0.9787234042553191,0.9787234042553191,0.9787234042553191,4.2471147
11,39,0.999633,0.000732149,0.002955206,0.0828425,0.0,0.03017956843217142,1.0,0.9645390070921985,0.9702127659574467,0.9829787234042552,3.5566974
0,40,0.9999904,0.00047372404,0.001102164,0.010071337,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,0.5967982
1,40,0.99985415,0.0017555514,0.004100817,0.036711097,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,1.5951027
2,40,0.9987426,0.0049458365,0.011977289,0.10730982,0.102880658436214,1.02880658436214,1.0,1.0,1.0,0.8999999999999999,4.0596647
3,40,0.99820143,0.006220752,0.015854796,0.15582891,0.411522633744856,2.4691358024691357,1.0,1.0,1.0,0.8999999999999999,6.6118927
4,40,0.99953496,0.003323194,0.008540151,0.0709756,0.0,0.411522633744856,1.0,0.9629629629629629,0.9777777777777779,0.8999999999999999,6.5853887
5,40,0.99968946,0.0026528686,0.0073260125,0.057144165,0.0,0.205761316872428,1.0,1.0,0.9555555555555555,0.8999999999999999,4.4476137
6,40,0.9997792,0.0022717635,0.005966732,0.04509574,0.0,0.0,1.0,1.0,0.9777777777777779,0.8999999999999999,3.7398105
7,40,0.9998444,0.0017101814,0.0053513916,0.055373386,0.0,0.205761316872428,1.0,0.9259259259259258,1.0,0.8999999999999999,4.44712
8,40,0.99982965,0.0020399978,0.0053438437,0.049901426,0.0,0.0,1.0,0.9629629629629629,1.0,0.8999999999999999,3.56957
9,40,0.9997789,0.0021302518,0.006364612,0.06367874,0.0,0.205761316872428,1.0,1.0,1.0,0.8999999999999999,4.1814785
10,40,0.9997823,0.0024857083,0.005923435,0.044968605,0.0,0.0,1.0,1.0,0.9777777777777779,0.8999999999999999,3.9782274
11,40,0.9997871,0.0022648592,0.005647998,0.058030665,0.0,0.102880658436214,1.0,0.9259259259259258,1.0,0.8999999999999999,2.8552704
0,41,0.9999848,0.0003725117,0.0010173853,0.010922372,0.0,0.0,1.0,1.0,1.0,1.0,0.63158524
1,41,0.99980277,0.0013838047,0.003367742,0.035532206,0.0,0.0,1.0,0.9761904761904762,1.0,1.0,1.5298749
2,41,0.9990208,0.0030017127,0.008136686,0.09339911,0.0,0.4251700680272109,1.0,0.9523809523809523,1.0,1.0,3.8211803
3,41,0.9970717,0.005153307,0.015628425,0.16540661,0.4251700680272109,2.508503401360544,0.9285714285714286,0.9523809523809523,0.9857142857142858,0.9928571428571429,7.156974
4,41,0.9988875,0.003488667,0.010207906,0.121727645,0.04251700680272109,1.0629251700680271,1.0,0.9285714285714285,0.9857142857142858,1.0,6.6963086
5,41,0.9996338,0.0018741067,0.0061360784,0.07954526,0.0,0.25510204081632654,1.0,1.0,1.0,1.0,6.35356
6,41,0.9995435,0.0022989197,0.0066834576,0.07752991,0.0,0.25510204081632654,1.0,0.9761904761904762,1.0,1.0,5.30558
7,41,0.9997649,0.0016565342,0.0050180284,0.053038865,0.0,0.04251700680272109,1.0,1.0,0.9857142857142858,1.0,5.322118
8,41,0.99967486,0.001994674,0.005574223,0.06657052,0.0,0.12755102040816327,1.0,1.0,0.9857142857142858,0.9928571428571429,4.612554
9,41,0.99980026,0.0015319049,0.0047436776,0.049570322,0.0,0.0,1.0,0.9761904761904762,0.9857142857142858,0.9928571428571429,4.6001253
10,41,0.99982935,0.0014626437,0.0042969915,0.052452147,0.0,0.04251700680272109,1.0,0.9523809523809523,0.9714285714285715,1.0,4.051097
11,41,0.99979377,0.0016870819,0.0041754665,0.045425177,0.0,0.0,1.0,0.9523809523809523,1.0,0.9928571428571429,2.9779992
0,42,0.9999881,0.00037426245,0.0010288339,0.012766242,0.0,0.0,1.0,1.0,1.0,1.0,0.5851975
1,42,0.99987507,0.0013287239,0.003058541,0.02808252,0.0,0.0,1.0,1.0,1.0,1.0,1.4137077
2,42,0.9989116,0.0035724293,0.009826426,0.09770471,0.0,0.8680555555555556,0.9166666666666666,1.0,1.0,1.0,3.985156
3,42,0.9980446,0.0050926483,0.014359818,0.1212374,0.40509259259259256,2.025462962962963,1.0,0.9444444444444443,1.0,1.0,7.6660647
4,42,0.99911445,0.0032803076,0.0102024,0.1028741,0.057870370370370364,1.0416666666666665,1.0,1.0,1.0,0.9916666666666667,9.609574
5,42,0.99926805,0.002609983,0.009557156,0.13393995,0.1736111111111111,0.9259259259259258,1.0,1.0,0.9833333333333334,1.0,6.5117807
6,42,0.99955523,0.0022304314,0.007251047,0.10428645,0.11574074074074073,0.3472222222222222,1.0,0.9722222222222222,1.0,1.0,5.0384417
7,42,0.9996407,0.0020266243,0.0069194864,0.100465,0.057870370370370364,0.3472222222222222,1.0,0.9444444444444443,1.0,1.0,5.9141583
8,42,0.99985766,0.0015126868,0.004306352,0.047552347,0.0,0.0,1.0,1.0,1.0,1.0,4.955354
9,42,0.99974716,0.0017804622,0.005880174,0.06762117,0.0,0.23148148148148145,1.0,0.9722222222222222,1.0,1.0,5.484099
10,42,0.99983287,0.0016187765,0.0045898077,0.043313146,0.0,0.0,1.0,0.9722222222222222,0.9666666666666668,1.0,4.0080724
11,42,0.99981564,0.0017510249,0.004468832,0.055244714,0.0,0.057870370370370364,1.0,0.9722222222222222,1.0,0.9916666666666667,3.2133646
0,43,0.9999867,0.00041634977,0.0010750107,0.011463702,0.0,0.0,1.0,1.0,1.0,1.0,0.7132166
1,43,0.9998908,0.0013579265,0.0028958395,0.025079906,0.0,0.0,1.0,1.0,0.9833333333333334,1.0,1.5363734
2,43,0.9988597,0.0038457895,0.009324252,0.07598728,0.0,0.6944444444444444,1.0,0.9444444444444443,0.9833333333333334,0.9916666666666667,4.07233
3,43,0.99830556,0.0046035554,0.012900373,0.11505303,0.11574074074074073,1.8518518518518516,1.0,0.9444444444444443,1.0,1.0,6.011812
4,43,0.99918616,0.002930601,0.009449758,0.11684561,0.1736111111111111,0.8101851851851851,1.0,0.9722222222222222,0.9833333333333334,1.0,6.0689545
5,43,0.99957544,0.002116667,0.007265139,0.10041535,0.057870370370370364,0.40509259259259256,1.0,0.9166666666666665,0.9833333333333334,1.0,6.364698
6,43,0.9996378,0.0021979564,0.0063150013,0.089276254,0.0,0.23148148148148145,1.0,1.0,0.9500000000000001,1.0,4.2974925
7,43,0.9997781,0.0016357444,0.0053792023,0.06625572,0.0,0.1736111111111111,1.0,0.9722222222222222,0.9833333333333334,1.0,4.9033256
8,43,0.99965906,0.0021764608,0.006226651,0.06884971,0.0,0.1736111111111111,1.0,0.9722222222222222,0.9833333333333334,1.0,4.176086
9,43,0.9998954,0.0011701607,0.0037655684,0.04931104,0.0,0.0,1.0,1.0,1.0,1.0,3.824475
10,43,0.99973863,0.0016371561,0.005760974,0.089930624,0.0,0.28935185185185186,1.0,1.0,0.9666666666666667,1.0,4.1151476
11,43,0.9998182,0.0017579393,0.0045046257,0.037600815,0.0,0.0,1.0,1.0,1.0,1.0,2.9862928
0,44,0.99998593,0.00044460967,0.0011633765,0.011626601,0.0,0.0,1.0,1.0,1.0,1.0,0.5824772
1,44,0.9998584,0.0014844248,0.0033977078,0.023100376,0.0,0.0,1.0,1.0,1.0,1.0,1.4179025
2,44,0.9992212,0.003655757,0.0082173925,0.051116437,0.0,0.06887052341597796,0.8181818181818182,1.0,1.0,1.0,3.7444835
3,44,0.9984257,0.0050381618,0.013045933,0.13078707,0.13774104683195593,1.5151515151515151,1.0,1.0,0.9818181818181819,1.0,7.458117
4,44,0.9991364,0.0036447002,0.010164517,0.08577114,0.0,1.1019283746556474,1.0,1.0,0.9818181818181819,1.0,8.689869
5,44,0.9994875,0.0026292054,0.008140055,0.11071423,0.13774104683195593,0.5509641873278237,1.0,1.0,1.0,1.0,5.8273873
6,44,0.99960274,0.0026155887,0.0069855317,0.06500712,0.0,0.13774104683195593,1.0,1.0,1.0,1.0,4.2585154
7,44,0.99977297,0.0018403498,0.005688235,0.063191205,0.0,0.27548209366391185,1.0,1.0,0.9818181818181819,1.0,5.629539
8,44,0.99947417,0.0028775355,0.0079801995,0.078424305,0.0,0.6198347107438017,1.0,1.0,0.9818181818181819,1.0,4.645907
9,44,0.9996999,0.0021598982,0.0065402403,0.064936996,0.0,0.34435261707988984,1.0,1.0,0.9818181818181819,1.0,4.473515
10,44,0.9997702,0.002078802,0.005474968,0.04845965,0.0,0.0,1.0,0.9696969696969696,0.9818181818181819,1.0,4.1633434
11,44,0.9997045,0.002506893,0.005570353,0.04298836,0.0,0.0,1.0,0.9696969696969696,0.9818181818181819,1.0,3.334027
0,45,0.999991,0.00043357915,0.00097191095,0.0063382387,0.0,0.0,1.0,1.0,1.0,1.0,0.5841222
1,45,0.9998473,0.0017429537,0.003709889,0.029046923,0.0,0.0,1.0,1.0,1.0,1.0,1.5571163
2,45,0.9993633,0.003298186,0.007888598,0.06115824,0.0,0.4166666666666667,1.0,1.0,1.0,1.0,3.151403
3,45,0.99862754,0.0052127084,0.012937224,0.0903455,0.0,1.8333333333333333,1.0,1.0,1.0,1.0,6.1545453
4,45,0.999198,0.0036343436,0.01029946,0.09409469,0.0,1.25,1.0,1.0,1.0,1.0,6.439401
5,45,0.9994899,0.003081592,0.008516888,0.057866633,0.0,0.4166666666666667,1.0,0.9666666666666666,0.9600000000000002,1.0,5.1867394
6,45,0.9996598,0.0025580898,0.0068693818,0.059335053,0.0,0.4166666666666667,1.0,1.0,1.0,1.0,4.0438967
7,45,0.9997737,0.002149218,0.0058964444,0.049579382,0.0,0.0,1.0,1.0,0.9800000000000001,1.0,4.3992224
8,45,0.99982274,0.0020328928,0.0049394434,0.034893274,0.0,0.0,1.0,0.9333333333333332,0.9800000000000001,1.0,3.8410327
9,45,0.9997252,0.0020984688,0.006617244,0.062343925,0.0,0.25,1.0,0.9666666666666666,0.9800000000000001,1.0,4.282787
10,45,0.9998472,0.0016210463,0.00486021,0.06446257,0.0,0.08333333333333334,1.0,0.9666666666666666,1.0,1.0,3.5900843
11,45,0.9996772,0.0025235775,0.0066282405,0.06293601,0.0,0.25,1.0,1.0,0.9800000000000001,1.0,3.2072377
0,46,0.9999889,0.00034945775,0.0009194465,0.011797845,0.0,0.0,1.0,1.0,1.0,1.0,0.57729894
1,46,0.9998241,0.0014707753,0.0034375673,0.038389385,0.0,0.0,1.0,0.9743589743589743,0.9846153846153847,1.0,1.7060064
2,46,0.9988566,0.0035630465,0.00935935,0.10123527,0.04930966469428008,0.5424063116370809,1.0,0.9487179487179487,0.9692307692307693,1.0,4.350589
3,46,0.9970892,0.005380951,0.016168587,0.17237172,0.641025641025641,2.514792899408284,1.0,0.9230769230769229,0.9692307692307693,1.0,8.967921
4,46,0.9986706,0.0036951038,0.01160051,0.14066845,0.2958579881656805,1.3313609467455623,1.0,1.0,0.9846153846153847,1.0,9.1323185
5,46,0.9994771,0.0025525359,0.0074883117,0.082239985,0.0,0.4930966469428008,1.0,1.0,1.0,1.0,6.995253
6,46,0.99952424,0.0023614978,0.0071024736,0.0994333,0.0,0.2958579881656805,1.0,0.9743589743589743,1.0,0.9923076923076923,6.409031
7,46,0.9997377,0.0017659595,0.005597201,0.065909445,0.0,0.09861932938856016,1.0,0.9743589743589743,1.0,1.0,6.3190603
8,46,0.999572,0.0022845475,0.006699794,0.073276475,0.0,0.34516765285996054,1.0,0.9487179487179487,0.9692307692307693,1.0,5.222428
9,46,0.99982584,0.0014465445,0.0046553966,0.051698864,0.0,0.04930966469428008,1.0,0.9743589743589743,0.9846153846153847,0.9923076923076923,5.0409565
10,46,0.9998364,0.0014191995,0.0044551846,0.062413275,0.0,0.04930966469428008,1.0,0.9743589743589743,1.0,1.0,4.0426297
11,46,0.99980724,0.0017086628,0.0046816887,0.059008837,0.0,0.09861932938856016,1.0,0.9487179487179487,1.0,0.9923076923076923,3.783216
